sentence	label_text
While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .	neutral
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .	neutral
Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .	neutral
With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .	neutral
With the new arrangement , customer responsibilities will become mainly regional .	neutral
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .	neutral
The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .	negative
In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .	positive
Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now .	neutral
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .	negative
Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .	negative
- The Group -�� s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .	neutral
- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .	negative
In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .	negative
According shipping company Viking Line , the EU decision will have a significant financial impact .	neutral
At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .	neutral
Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .	negative
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .	negative
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .	negative
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .	negative
Earnings per share were at loss of EUR0 .24 .	negative
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .	neutral
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .	negative
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .	negative
Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .	neutral
He said : `` It is for sale again and we will be actively marketing it .	neutral
Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .	negative
Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .	negative
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .	negative
Nokia Siemens Networks has struggled to make a profit in the past two years .	negative
Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .	negative
Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .	negative
Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .	negative
Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .	negative
Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .	negative
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .	negative
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .	negative
Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .	negative
Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .	negative
Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .	negative
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .	negative
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .	negative
The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .	negative
The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .	negative
The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .	neutral
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .	negative
Finnish Bank of +��land +��landsbanken has issued a profit warning .	negative
Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .	negative
Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .	negative
Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .	negative
In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .	negative
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .	negative
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .	negative
Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .	negative
Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .	negative
Scanfil issued a profit warning on 10 April 2006 .	negative
The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .	negative
The poorest index figure was given to Finnish power company Fortum , 4.5 .	negative
The real estate company posted a net loss of +��  x201a -�� 59.3 million +��  x201a -�� 0.21 per share compared with a net profit of +��  x201a -�� 31 million +��  x201a -�� 0.11 per share for the corresponding quarter of 2007 .	negative
Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .	positive
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .	positive
The talks are aimed at restructuring operations and cutting costs .	positive
`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+��ki Oyj 's CEO Jukka Moisio .	neutral
EBIT excluding non-recurring items was estimated to increase from 2009 .	positive
Lean System supports change management and component purchasing extremely well .	positive
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .	positive
The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .	neutral
Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .	positive
Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .	positive
EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .	positive
Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .	positive
Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .	positive
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .	positive
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .	positive
By cutting the number of plants , the group will trim fixed costs .	positive
Results are expected late in 2006 .	neutral
The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .	neutral
So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .	negative
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .	negative
As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company .	neutral
Finnish Benefon denies claims made in the press that the company is giving up its mobile handset business .	neutral
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .	neutral
Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .	negative
It would be premature to talk about dates , volume and the investment procedure , '' he said .	neutral
Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .	neutral
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .	neutral
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .	neutral
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .	neutral
Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .	negative
Secure your files online Like filling out a tax return , making a backup is boring .	neutral
That 's what I go to bed worrying about every night , ' he said .	negative
The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .	neutral
The company initially estimated that it would cut up to 30 jobs .	negative
The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .	neutral
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .	neutral
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .	neutral
The number of bodily injury cases quadrupled in 2000-2006 .	negative
The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft .	neutral
The third applicant , Fortum , was dropped .	neutral
Tieto 's service is also used to send , process and receive materials related to absentee voting .	neutral
Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .	neutral
`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .	neutral
`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''	neutral
`` We have the most expensive water brand in Finland at the moment . ''	neutral
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .	neutral
A worm set to activate Friday will corrupt documents using the most common file types , including '' .	neutral
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .	negative
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .	neutral
Finnish Konecranes is again trying to acquire Italian Fantuzzi , a manufacturer of gantry cranes and reach stackers .	neutral
Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .	neutral
Finnish publishing and printing group Ilkka-Yhtym+�� will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .	neutral
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .	neutral
In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .	negative
According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .	negative
According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .	neutral
All other charges were dismissed .	neutral
Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .	neutral
Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .	neutral
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .	neutral
Another problem is cola-flavoured long drinks .	neutral
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .	negative
As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .	negative
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .	negative
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .	neutral
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .	negative
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .	negative
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .	neutral
Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .	negative
Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .	negative
Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .	neutral
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .	negative
His resignation will take effect immediately .	neutral
Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .	neutral
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .	negative
In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .	neutral
In Europe , the paper industry 's situation is paradoxical .	neutral
In Sweden , there is an oversupply of pharmacies .	negative
Incap Furniture is presently negotiating staff cuts .	negative
Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .	negative
It is a disappointment to see the plan folded .	negative
It is the most awkward thing to use if you 're holding the phone with one hand .	negative
Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .	negative
Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .	neutral
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .	neutral
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .	negative
Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .	negative
Less than ten people will face pension agreements .	neutral
( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010 .	neutral
M-real will start statutory employer-employee negotiations at the +��+��nekoski board mill that concern about 130 people .	neutral
Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .	neutral
New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .	neutral
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .	neutral
On 20 March 2006 , Stora Enso refused to comment the news in any way .	neutral
Rapala Fishing Frenzy 2009 .	neutral
Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .	neutral
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .	negative
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .	neutral
So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .	neutral
The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .	neutral
The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .	neutral
The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .	neutral
The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .	negative
The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .	neutral
The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .	neutral
The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .	neutral
The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .	neutral
The interim report for the first quarter is published on May 8 , 2009 .	neutral
The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .	negative
The machines will cease production by the end of February 2007 .	neutral
The measures result from weak demand in the shipbuilding industry .	negative
The mill 's raw material need will increase by 100,000 m3 of wood .	neutral
The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .	neutral
The negotiations will concern the plant 's department producing winded roving that employs 10 people .	neutral
The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .	negative
The pulp production in Finnish Kemij+��rvi will also be liquidated and about 1,100 employees loose their jobs .	negative
The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .	neutral
The resignation will be in effect immediately .	neutral
The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .	neutral
The share subscription period will expire on 30 September 2007 .	neutral
The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .	neutral
They are also upset that some of the machinery and work is taken over to Poland .	negative
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .	negative
This is bad news for the barbeque season .	negative
We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .	neutral
Viking Line has canceled some services .	negative
Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .	neutral
`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .	positive
`` Soon after , the collisions started . ''	neutral
`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .	neutral
A 2001 agreement expired earlier this month .	neutral
A few months ago , Teva vice chairman Phillip Frost and Marathon Venture Capital Fund TASE : MARA sold Protalix shares .	neutral
After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .	negative
After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .	neutral
After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .	neutral
And Ogden reportedly will shell out $ 4.2 million .	neutral
At 3:37 p.m. Eastern time , a block of 2,400 contracts changed hands at a bid price of $ 0.45 .	neutral
Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told .	negative
Currently the quarterly applied surcharges differ significantly from the actual market prices .	neutral
HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .	neutral
HK Ruokatalo produces many turkey products , such as cold cuts .	neutral
However , the brokers ' ratings on the stock differ .	neutral
However , the suspect stole his burgundy Nissan Altima .	negative
In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''	negative
In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .	negative
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .	negative
Metso estimates the need for personnel reductions to amount to 25 people .	negative
Most of the layoffs will be in Finland .	negative
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .	neutral
Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .	negative
Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .	neutral
Temporary layoffs in these units have already started .	neutral
The beers differ slightly from mainstream beers .	neutral
The company operates a U.S. division in Lisle , Ill. .	neutral
The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .	neutral
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .	neutral
The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .	neutral
The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .	neutral
The Finnish food concern Atria is about to acquire two Estonian meat processing companies , Woro Kommerts and Vastse-Kuuste Lihatoostus , reported the Official website www.investinestonia.com .	neutral
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .	neutral
The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident .	neutral
The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .	negative
The statutory negotiations at headquarters are part of this decrease .	neutral
The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said .	neutral
The total number of filling stations has been on the decrease recently .	negative
These restrictions do not apply to statutory dividends .	neutral
We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .	negative
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?	neutral
Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night .	neutral
Yakima created the position for him after emerging from economic downturns of its own .	neutral
zip , '' experts warned Tuesday .	neutral
Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .	negative
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .	negative
`` Those uncertainties cloud the long-term outlook . ''	negative
20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .	negative
According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .	negative
Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .	negative
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .	negative
Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .	negative
ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf	negative
A high court in Finland has fined seven local asphalt companies more than   lion ( $ 117 million ) for operating a cartel .	negative
And U.S. energy executives say high steel prices are threatening energy exploration .	negative
As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .	negative
Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+�� ??	negative
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet .	negative
Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .	negative
Full-year operating result for 2008 was 3.6 million negative .	negative
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .	negative
In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .	negative
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .	negative
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .	negative
Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .	negative
Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .	negative
Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .	negative
Nordic Walking was first used as a summer training method by cross-country skiers .	neutral
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .	negative
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .	negative
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .	negative
Reported operating margin was a negative 5.9 % .	negative
Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .	negative
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .	negative
The acquisition of +��landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .	negative
The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .	negative
The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .	negative
The recent troubles simply make NETeller cheaper .	negative
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .	negative
`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .	negative
`` We cut our frequency to New York last year , which explains the fall , '' he said .	negative
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .	negative
Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .	negative
EPS dropped to EUR0 .2 from EUR0 .3 .	negative
Kiosk and cinema operations have suffered , in particular .	negative
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .	negative
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .	negative
The dismissed staff members will now take the matter to court unless it can be settled outside .	negative
The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .	negative
The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .	negative
According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .	positive
efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .	positive
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .	positive
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .	positive
`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''	positive
Previously , the company also delivered about 70 % of the steel used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year .	neutral
The main strength of the cooperation project lies in merging the know-how of two large companies .	positive
The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .	positive
A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .	neutral
Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .	neutral
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .	neutral
INTERNET BUSINESS NEWS - -�� 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .	neutral
According to Rautaruukki , the company wants to promote the use of emission-free energy sources .	neutral
Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .	neutral
In addition , a good biological durability is achieved . ''	neutral
The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .	neutral
wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes .	neutral
`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .	positive
A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .	neutral
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .	positive
